time,xPos,yPos,yaw,xVel,yVel,yawRate,xAccel,yAccel,yawAccel
0,119.85,237,0,-0,0,0,-98.236,18.7,0
0.04,119.77,237.01,-0.65217,-3.9294,0.74799,-16.304,-98.236,18.7,0
0.08,119.54,237.06,-1.3043,-7.8589,1.496,-16.304,-98.236,18.7,0
0.12,119.14,237.13,-1.9565,-11.788,2.244,-16.304,-98.236,18.7,0
0.16,118.59,237.24,-2.6087,-15.718,2.992,-16.304,-98.236,18.7,0
0.2,117.89,237.37,-3.2609,-19.647,3.74,-16.304,-98.236,18.7,0
0.24,117.02,237.54,-3.913,-23.577,4.4879,-16.304,-98.236,18.7,0
0.28,116,237.73,-4.5652,-27.506,5.2359,-16.304,-98.236,18.7,0
0.32,114.82,237.96,-5.2174,-31.436,5.9839,-16.304,-98.236,18.7,0
0.36,113.48,238.21,-5.8696,-35.365,6.7319,-16.304,-98.236,18.7,0
0.4,111.99,238.5,-6.5217,-39.294,7.4799,-16.304,-98.236,18.7,0
0.44,110.34,238.81,-7.1739,-43.224,8.2279,-16.304,-98.236,18.7,0
0.48,108.53,239.15,-7.8261,-47.153,8.9759,-16.304,-98.236,18.7,0
0.52,106.57,239.53,-8.4783,-51.083,9.7239,-16.304,-98.236,18.7,0
0.56,104.45,239.93,-9.1304,-55.012,10.472,-16.304,-98.236,18.7,0
0.6,102.17,240.37,-9.7826,-58.942,11.22,-16.304,-98.236,18.7,0
0.64,99.731,240.83,-10.435,-62.871,11.968,-16.304,-98.236,18.7,0
0.68,97.138,241.32,-11.087,-66.801,12.716,-16.304,-98.236,18.7,0
0.72,94.387,241.85,-11.739,-70.73,13.464,-16.304,-98.236,18.7,0
0.76,91.479,242.4,-12.391,-74.659,14.212,-16.304,-98.236,18.7,0
0.8,88.414,242.98,-13.043,-78.589,14.96,-16.304,-98.236,18.7,0
0.84,85.205,243.65,-13.696,-81.236,21.371,-16.304,-96.71,25.441,0
0.88,82.002,244.89,-14.348,-78.118,40.517,-16.304,-88.77,46.042,0
0.92,79.01,246.82,-15,-70.742,56.282,-16.304,-15.651,12.452,0
0.96,76.509,249.29,-15.588,-53.59,66.608,-14.706,87.761,-109.08,0
1,74.66,252.03,-16.176,-39.112,69.661,-14.706,68.54,-122.08,0
1.04,73.439,254.85,-16.765,-23.229,70.565,-14.706,43.776,-132.98,0
1.08,72.772,257.63,-17.353,-10.407,67.897,-14.706,21.211,-138.38,0
1.12,72.57,260.26,-17.941,0,63.09,-14.706,-0,-140,0
1.16,72.57,262.67,-18.529,0,57.49,-14.706,-0,-140,0
1.2,72.57,264.86,-19.118,0,51.89,-14.706,-0,-140,0
1.24,72.57,266.82,-19.706,0,46.29,-14.706,-0,-140,0
1.28,72.57,268.56,-20.294,0,40.69,-14.706,-0,-140,0
1.32,72.57,270.07,-20.882,0,35.09,-14.706,-0,-140,0
1.36,72.57,271.37,-21.471,0,29.49,-14.706,-0,-140,0
1.4,72.57,272.43,-22.059,0,23.89,-14.706,-0,-140,0
1.44,72.57,273.28,-22.647,0,18.29,-14.706,-0,-140,0
1.48,72.57,273.9,-23.235,0,12.69,-14.706,-0,-140,0
1.52,72.57,274.29,-23.824,0,7.09,-14.706,-0,-140,0
1.56,72.57,274.46,-24.412,0,1.49,-14.706,-0,-140,0
1.5706,72.57,274.5,-25,0,0,0,-0,-140,0
