time,xPos,yPos,yaw,xVel,yVel,yawRate,xAccel,yAccel,yawAccel
0,232.25,237,0,0,0,0,90.529,42.48,0
0.04,232.32,237.03,0.53333,3.6212,1.6992,13.333,90.529,42.48,0
0.08,232.54,237.14,1.0667,7.2423,3.3984,13.333,90.529,42.48,0
0.12,232.9,237.31,1.6,10.863,5.0976,13.333,90.529,42.48,0
0.16,233.41,237.54,2.1333,14.485,6.7967,13.333,90.529,42.48,0
0.2,234.06,237.85,2.6667,18.106,8.4959,13.333,90.529,42.48,0
0.24,234.86,238.22,3.2,21.727,10.195,13.333,90.529,42.48,0
0.28,235.8,238.67,3.7333,25.348,11.894,13.333,90.529,42.48,0
0.32,236.89,239.17,4.2667,28.969,13.593,13.333,90.529,42.48,0
0.36,238.12,239.75,4.8,32.59,15.293,13.333,90.529,42.48,0
0.4,239.49,240.4,5.3333,36.212,16.992,13.333,90.529,42.48,0
0.44,241.01,241.11,5.8667,39.833,18.691,13.333,90.529,42.48,0
0.48,242.67,241.92,6.4,42.231,22.816,13.333,87.981,47.533,0
0.52,244.37,242.97,6.9333,42.665,29.727,13.333,82.048,57.168,0
0.56,246.05,244.33,7.4667,41.188,37.941,13.333,73.55,67.753,0
0.6,247.64,246.01,8,38.218,46.254,13.333,63.697,77.089,0
0.64,249.07,248.04,8.4118,32.468,55.153,10.294,50.732,86.176,0
0.68,250.24,250.4,8.8235,24.817,63.31,10.294,36.495,93.103,0
0.72,251.05,253.07,9.2353,15.367,70.341,10.294,21.344,97.696,0
0.76,251.42,255.93,9.6471,2.4456,71.982,10.294,-4.7537,-139.92,0
0.8,251.43,258.7,10.059,0,66.424,10.294,-0,-140,0
0.84,251.43,261.24,10.471,0,60.824,10.294,-0,-140,0
0.88,251.43,263.56,10.882,0,55.224,10.294,-0,-140,0
0.92,251.43,265.66,11.294,0,49.624,10.294,-0,-140,0
0.96,251.43,267.53,11.706,0,44.024,10.294,-0,-140,0
1,251.43,269.18,12.118,0,38.424,10.294,-0,-140,0
1.04,251.43,270.61,12.529,0,32.824,10.294,-0,-140,0
1.08,251.43,271.81,12.941,0,27.224,10.294,-0,-140,0
1.12,251.43,272.78,13.353,0,21.624,10.294,-0,-140,0
1.16,251.43,273.54,13.765,0,16.024,10.294,-0,-140,0
1.2,251.43,274.07,14.176,0,10.424,10.294,-0,-140,0
1.24,251.43,274.37,14.588,0,4.824,10.294,-0,-140,0
1.2745,251.43,274.5,15,0,0,0,-0,-140,0
